Date,Place,Opp,Result,TmScore,OppScore,FG,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,FGOpp,FGAOpp,FG%Opp,3POpp,3PAOpp,3P%Opp,FTOpp,FTAOpp,FT%Opp,ORBOpp,TRBOpp,ASTOpp,STLOpp,BLKOpp,TOVOpp,PFOpp,Team
2021-01-31,1,Elon,W,75,70,22,48,0.458,9,23,0.391,22,33,0.667,6,28,11,4,7,12,14,26,56,0.464,9,23,0.391,9,11,0.818,4,21,13,5,1,11,25,delaware
2021-03-07,2,Hofstra,L,75,83,21,60,0.35,9,24,0.375,24,31,0.774,8,32,12,3,2,8,24,29,60,0.483,8,18,0.444,17,29,0.586,12,42,13,6,4,8,21,delaware
2020-11-25,0,Wake Forest,L,51,111,14,53,0.264,7,25,0.28,16,24,0.667,7,22,11,6,6,25,23,36,66,0.545,14,31,0.452,25,32,0.781,13,45,21,20,3,15,21,delaware-state
2020-12-17,0,Coastal Carolina,L,73,99,23,63,0.365,11,31,0.355,16,18,0.889,7,21,14,8,0,15,21,35,65,0.538,6,16,0.375,23,28,0.821,18,49,19,11,3,15,17,delaware-state
2020-12-20,0,Georgia Tech,L,69,97,23,53,0.434,8,26,0.308,15,21,0.714,5,29,12,4,1,19,22,33,60,0.55,9,23,0.391,22,28,0.786,5,33,25,9,2,9,19,delaware-state
2020-12-23,0,UNC Wilmington,L,63,87,23,63,0.365,4,16,0.25,13,16,0.813,8,30,9,5,2,14,25,27,56,0.482,6,17,0.353,27,36,0.75,10,39,9,5,8,14,19,delaware-state
2020-12-30,1,Manhattan,L,59,65,25,66,0.379,3,19,0.158,6,12,0.5,7,30,11,4,7,11,25,21,61,0.344,5,23,0.217,18,28,0.643,13,42,9,4,5,11,17,delaware-state
2021-01-04,0,Coppin State,L,78,86,30,70,0.429,10,28,0.357,8,11,0.727,10,43,13,7,1,19,30,24,57,0.421,9,29,0.31,29,42,0.69,7,33,11,11,4,15,15,delaware-state
2021-01-05,0,Coppin State,L,77,81,28,75,0.373,13,35,0.371,8,14,0.571,11,44,15,10,6,20,22,28,61,0.459,8,30,0.267,17,30,0.567,5,40,18,12,6,19,20,delaware-state
2021-01-16,1,Norfolk State,L,76,87,25,55,0.455,12,29,0.414,14,18,0.778,5,21,16,4,1,12,18,30,53,0.566,13,23,0.565,14,23,0.609,8,31,20,8,3,15,18,delaware-state
2021-01-17,1,Norfolk State,L,79,83,22,62,0.355,12,34,0.353,23,34,0.676,9,35,12,3,7,13,30,26,70,0.371,5,21,0.238,26,38,0.684,13,42,12,4,3,9,26,delaware-state
2021-01-24,0,Morgan State,L,83,99,28,62,0.452,9,27,0.333,18,25,0.72,9,28,9,9,3,21,17,36,66,0.545,7,26,0.269,20,22,0.909,8,28,25,10,6,16,17,delaware-state
2021-01-30,0,Norfolk State,L,66,94,25,53,0.472,8,22,0.364,8,12,0.667,6,23,13,5,2,14,18,31,58,0.534,15,32,0.469,17,19,0.895,6,27,23,3,2,11,14,delaware-state
2021-02-03,1,Lancaster Bible,W,81,80,31,68,0.456,7,19,0.368,12,20,0.6,12,33,10,8,5,14,15,29,64,0.453,10,25,0.4,12,17,0.706,12,39,15,6,3,20,20,delaware-state
2021-02-06,0,Morgan State,L,69,74,25,61,0.41,10,25,0.4,9,12,0.75,6,25,12,7,9,14,18,26,63,0.413,3,16,0.188,19,23,0.826,13,38,14,5,5,16,14,delaware-state
2021-02-21,1,St. Mary's (MD),W,75,58,26,65,0.4,7,29,0.241,16,24,0.667,15,47,12,7,6,12,14,22,67,0.328,7,21,0.333,7,13,0.538,10,36,5,7,1,13,20,delaware-state
2021-02-24,0,Norfolk State,L,55,86,19,48,0.396,6,21,0.286,11,19,0.579,8,25,10,5,6,27,19,32,64,0.5,9,23,0.391,13,18,0.722,8,31,14,11,3,16,20,delaware-state
2021-02-27,1,Coppin State,L,68,81,25,76,0.329,5,32,0.156,13,19,0.684,10,41,11,5,1,15,24,27,63,0.429,7,25,0.28,20,33,0.606,10,47,17,7,9,16,15,delaware-state
2021-02-28,1,Coppin State,L,74,94,26,68,0.382,7,29,0.241,15,19,0.789,12,36,8,10,1,14,16,35,63,0.556,10,28,0.357,14,20,0.7,7,35,16,10,0,14,17,delaware-state
2021-03-05,1,Morgan State,L,67,92,22,61,0.361,5,23,0.217,18,20,0.9,7,29,6,8,1,20,24,31,64,0.484,9,23,0.391,21,32,0.656,12,40,16,11,5,19,21,delaware-state
2021-03-06,1,Morgan State,W,82,75,28,61,0.459,8,22,0.364,18,19,0.947,9,33,12,8,4,17,23,25,62,0.403,9,20,0.45,16,27,0.593,11,28,11,7,6,12,19,delaware-state
2020-11-28,1,Regis (CO),W,82,66,31,58,0.534,7,18,0.389,13,18,0.722,6,38,18,3,5,8,12,27,71,0.38,9,36,0.25,3,5,0.6,13,36,11,3,2,11,18,denver
2020-12-06,1,UC-Riverside,L,63,83,24,57,0.421,4,14,0.286,11,16,0.688,2,23,10,3,2,8,15,30,58,0.517,15,32,0.469,8,13,0.615,7,35,17,5,4,9,20,denver
2020-12-09,0,Wyoming,L,61,83,19,48,0.396,4,12,0.333,19,25,0.76,11,35,11,7,1,27,19,33,67,0.493,10,30,0.333,7,11,0.636,11,30,15,9,3,12,23,denver
2020-12-12,1,Utah Tech,L,70,73,23,49,0.469,4,15,0.267,20,22,0.909,4,37,9,5,3,21,21,25,59,0.424,10,27,0.37,13,21,0.619,4,24,13,12,2,13,20,denver
2020-12-16,1,Northern Colorado,L,75,83,28,61,0.459,3,12,0.25,16,21,0.762,3,25,8,11,3,12,28,23,49,0.469,10,20,0.5,27,37,0.73,9,38,8,4,7,19,20,denver
2020-12-19,1,Texas State,L,68,70,23,46,0.5,6,16,0.375,16,20,0.8,4,20,13,6,0,23,19,25,49,0.51,7,12,0.583,13,18,0.722,6,19,11,10,4,18,22,denver
2020-12-22,1,Northern Arizona,L,65,68,24,46,0.522,6,18,0.333,11,17,0.647,2,25,12,5,7,11,20,23,57,0.404,3,15,0.2,19,23,0.826,10,32,8,4,1,8,17,denver
2021-01-02,0,South Dakota,L,54,93,19,53,0.358,8,26,0.308,8,10,0.8,7,27,7,4,1,19,18,33,63,0.524,14,26,0.538,13,15,0.867,6,33,22,4,1,8,19,denver
2021-01-03,0,South Dakota,L,57,79,16,54,0.296,6,21,0.286,19,23,0.826,3,24,11,6,2,11,19,28,54,0.519,8,23,0.348,15,19,0.789,7,42,13,5,2,14,19,denver
2021-01-15,1,Oral Roberts,L,84,88,29,66,0.439,9,22,0.409,17,23,0.739,9,31,9,4,5,9,17,31,62,0.5,9,18,0.5,17,19,0.895,6,33,10,2,3,9,20,denver
2021-01-16,1,Oral Roberts,L,82,91,28,62,0.452,8,22,0.364,18,21,0.857,12,27,9,6,5,15,21,27,51,0.529,8,18,0.444,29,34,0.853,8,26,10,11,4,12,19,denver
2021-01-22,0,North Dakota State,L,58,70,23,52,0.442,7,19,0.368,5,8,0.625,4,24,11,2,1,8,21,21,52,0.404,5,16,0.313,23,26,0.885,11,34,6,4,2,9,10,denver
2021-01-23,0,North Dakota State,L,58,84,23,56,0.411,6,21,0.286,6,10,0.6,6,21,7,2,0,14,15,31,50,0.62,9,18,0.5,13,16,0.813,4,30,14,9,5,13,15,denver
2021-02-05,1,North Dakota,L,82,85,27,61,0.443,9,20,0.45,19,26,0.731,7,32,12,8,3,16,27,29,58,0.5,9,20,0.45,18,27,0.667,7,36,12,10,2,16,23,denver
2021-02-06,1,North Dakota,W,85,81,28,57,0.491,9,21,0.429,20,24,0.833,6,31,18,8,3,16,20,27,60,0.45,9,26,0.346,18,23,0.783,6,26,11,8,5,16,23,denver
2021-02-12,0,Western Illinois,L,69,75,27,66,0.409,7,22,0.318,8,14,0.571,4,23,16,11,1,13,29,22,48,0.458,5,20,0.25,26,36,0.722,9,47,7,6,6,26,17,denver
2021-02-13,0,Western Illinois,L,75,82,26,61,0.426,10,24,0.417,13,15,0.867,7,30,16,7,1,13,26,24,52,0.462,8,24,0.333,26,35,0.743,8,36,7,7,3,16,18,denver
2021-02-19,0,Kansas City,L,57,68,21,41,0.512,8,20,0.4,7,18,0.389,3,23,15,3,2,22,20,23,44,0.523,2,12,0.167,20,25,0.8,2,23,10,9,2,16,24,denver
2021-02-20,0,Kansas City,L,69,80,25,49,0.51,3,15,0.2,16,27,0.593,8,26,13,3,2,11,19,26,54,0.481,9,18,0.5,19,25,0.76,10,33,14,5,3,9,25,denver
2021-02-26,1,Omaha,L,76,80,30,71,0.423,10,22,0.455,6,13,0.462,9,29,13,8,0,9,18,29,58,0.5,8,19,0.421,14,17,0.824,6,38,10,3,6,15,21,denver
2021-02-27,1,Omaha,L,76,80,25,57,0.439,7,22,0.318,19,27,0.704,8,32,12,8,7,16,27,23,58,0.397,6,23,0.261,28,34,0.824,8,35,8,6,3,12,25,denver
2020-12-23,1,Western Illinois,W,91,72,36,61,0.59,10,20,0.5,9,13,0.692,8,38,22,10,9,20,16,27,71,0.38,9,31,0.29,9,13,0.692,12,29,13,5,0,16,12,depaul
2020-12-27,0,Providence,L,90,95,37,76,0.487,10,24,0.417,6,8,0.75,7,38,18,6,3,16,22,33,78,0.423,6,23,0.261,23,31,0.742,12,43,17,11,2,11,15,depaul
2020-12-30,0,UConn,L,61,82,24,63,0.381,4,17,0.235,9,14,0.643,14,30,11,4,5,15,19,30,61,0.492,7,17,0.412,15,21,0.714,14,41,14,5,3,14,17,depaul
2021-01-09,1,Seton Hall,L,68,76,25,60,0.417,4,13,0.308,14,20,0.7,14,27,14,9,2,15,23,26,50,0.52,4,17,0.235,20,23,0.87,11,35,16,7,1,20,22,depaul
2021-01-11,1,UConn,L,53,60,22,50,0.44,5,15,0.333,4,8,0.5,10,35,11,3,2,24,19,21,52,0.404,5,18,0.278,13,24,0.542,10,26,10,16,6,14,13,depaul
2021-01-16,1,Valparaiso,W,77,58,27,62,0.435,9,22,0.409,14,19,0.737,9,37,15,9,3,14,19,18,53,0.34,3,15,0.2,19,23,0.826,6,30,10,7,4,16,16,depaul
2021-01-19,1,Butler,L,53,67,19,57,0.333,4,24,0.167,11,19,0.579,9,29,10,9,3,12,13,27,54,0.5,10,27,0.37,3,7,0.429,7,36,16,4,0,14,19,depaul
2021-01-23,0,Marquette,W,68,61,23,56,0.411,5,19,0.263,17,24,0.708,7,34,10,9,5,11,12,22,62,0.355,10,33,0.303,7,9,0.778,5,31,12,4,4,14,19,depaul
2021-01-27,1,St. John's (NY),L,68,81,27,70,0.386,4,17,0.235,10,18,0.556,19,45,9,6,3,18,18,30,65,0.462,7,26,0.269,14,21,0.667,10,35,20,7,4,12,21,depaul
2021-01-30,1,Creighton,L,62,69,24,65,0.369,6,24,0.25,8,10,0.8,14,36,10,9,5,11,19,23,56,0.411,6,22,0.273,17,20,0.85,9,34,15,7,3,12,11,depaul
2021-02-06,0,Butler,L,58,68,22,56,0.393,5,14,0.357,9,16,0.563,9,26,12,7,3,12,28,18,41,0.439,8,20,0.4,24,36,0.667,6,24,12,5,5,12,19,depaul
2021-02-13,1,Providence,L,47,57,19,62,0.306,3,9,0.333,6,10,0.6,11,40,7,4,4,13,16,21,60,0.35,7,24,0.292,8,12,0.667,13,41,10,6,9,14,13,depaul
2021-02-17,0,Seton Hall,L,52,60,23,61,0.377,3,11,0.273,3,4,0.75,14,37,6,9,5,19,19,22,59,0.373,8,26,0.308,8,15,0.533,14,33,13,9,5,12,13,depaul
2021-02-20,0,St. John's (NY),W,88,83,34,54,0.63,4,8,0.5,16,22,0.727,8,36,14,6,8,22,24,24,71,0.338,12,33,0.364,23,25,0.92,16,29,16,11,3,14,20,depaul
2021-02-24,0,Creighton,L,53,77,22,62,0.355,7,24,0.292,2,3,0.667,9,30,9,8,2,15,20,27,55,0.491,11,31,0.355,12,20,0.6,8,34,15,10,4,12,11,depaul
2021-02-27,1,Georgetown,L,60,68,22,57,0.386,7,18,0.389,9,10,0.9,6,24,12,6,2,13,17,21,51,0.412,7,17,0.412,19,21,0.905,11,35,12,6,9,18,15,depaul
2021-03-02,1,Marquette,L,71,77,29,71,0.408,5,21,0.238,8,11,0.727,11,34,12,5,5,11,23,26,55,0.473,6,23,0.261,19,25,0.76,3,32,11,5,4,14,14,depaul
2021-03-10,2,Providence,W,70,62,25,54,0.463,4,16,0.25,16,26,0.615,11,40,7,8,3,15,24,20,57,0.351,7,26,0.269,15,29,0.517,12,34,10,6,1,16,19,depaul
2021-03-11,2,UConn,L,60,94,21,57,0.368,4,11,0.364,14,18,0.778,9,27,8,3,2,15,23,34,76,0.447,8,28,0.286,18,23,0.783,18,42,20,8,8,7,17,depaul
2020-12-04,0,Michigan State,L,76,83,30,73,0.411,5,23,0.217,11,11,1,12,33,14,9,2,12,20,29,60,0.483,6,18,0.333,19,23,0.826,10,36,16,5,7,17,16,detroit-mercy
2020-12-06,0,Notre Dame,L,70,78,27,71,0.38,8,28,0.286,8,10,0.8,9,37,13,5,2,7,14,30,65,0.462,11,23,0.478,7,9,0.778,8,41,19,3,5,8,12,detroit-mercy
2020-12-08,1,Kent State,L,66,80,20,61,0.328,8,22,0.364,18,20,0.9,6,27,11,6,1,12,14,29,60,0.483,12,26,0.462,10,13,0.769,8,40,16,4,5,17,20,detroit-mercy
2020-12-12,0,Western Michigan,W,67,57,22,56,0.393,7,24,0.292,16,19,0.842,7,30,8,7,2,6,12,23,64,0.359,5,27,0.185,6,9,0.667,15,38,8,3,3,12,19,detroit-mercy
2020-12-19,1,Wright State,L,70,93,28,69,0.406,8,28,0.286,6,10,0.6,7,28,17,5,5,10,12,38,65,0.585,10,20,0.5,7,10,0.7,5,39,18,5,2,12,12,detroit-mercy
2020-12-20,1,Wright State,L,72,85,25,65,0.385,7,24,0.292,15,18,0.833,7,26,14,9,6,13,24,29,50,0.58,4,10,0.4,23,33,0.697,5,35,18,6,6,13,18,detroit-mercy
2020-12-26,1,Oakland,L,75,77,25,61,0.41,10,27,0.37,15,19,0.789,7,32,14,6,4,19,20,29,73,0.397,6,29,0.207,13,22,0.591,17,44,17,9,1,14,16,detroit-mercy
2020-12-27,1,Oakland,L,80,83,32,59,0.542,9,24,0.375,7,13,0.538,10,32,18,8,2,12,14,30,59,0.508,14,31,0.452,9,10,0.9,6,25,17,7,4,12,15,detroit-mercy
2021-01-15,1,Green Bay,W,86,61,31,47,0.66,17,26,0.654,7,11,0.636,4,29,15,11,2,19,8,23,56,0.411,14,32,0.438,1,2,0.5,5,18,17,9,2,16,14,detroit-mercy
2021-01-16,1,Green Bay,W,68,65,23,49,0.469,10,22,0.455,12,17,0.706,11,32,11,2,1,12,9,26,63,0.413,9,27,0.333,4,8,0.5,8,26,20,5,2,8,21,detroit-mercy
2021-01-22,0,Oakland,L,81,86,27,65,0.415,12,32,0.375,15,16,0.938,11,31,20,7,3,9,23,28,54,0.519,15,28,0.536,15,23,0.652,6,32,24,4,3,14,14,detroit-mercy
2021-01-23,0,Oakland,W,82,72,30,57,0.526,13,31,0.419,9,11,0.818,6,30,21,5,3,14,16,27,57,0.474,10,25,0.4,8,10,0.8,5,28,19,10,0,12,10,detroit-mercy
2021-01-29,0,Youngstown State,W,78,75,32,58,0.552,10,24,0.417,4,5,0.8,7,24,16,8,1,8,12,26,59,0.441,13,33,0.394,10,16,0.625,13,29,20,3,1,9,12,detroit-mercy
2021-01-30,0,Youngstown State,W,77,72,29,56,0.518,7,20,0.35,12,16,0.75,5,32,11,4,2,7,16,25,67,0.373,7,30,0.233,15,15,1,11,33,17,3,1,9,19,detroit-mercy
2021-02-05,1,Purdue-Fort Wayne,W,82,72,28,51,0.549,16,29,0.552,10,14,0.714,4,22,15,7,1,9,6,28,53,0.528,12,30,0.4,4,9,0.444,7,28,17,7,3,14,15,detroit-mercy
2021-02-06,1,Purdue-Fort Wayne,W,83,56,25,56,0.446,12,31,0.387,21,23,0.913,10,31,15,12,2,10,11,22,50,0.44,9,24,0.375,3,4,0.75,4,22,15,4,3,18,19,detroit-mercy
2021-02-12,0,Cleveland State,W,89,83,27,57,0.474,13,26,0.5,22,27,0.815,7,32,14,7,3,12,19,31,61,0.508,6,22,0.273,15,22,0.682,7,31,17,6,2,11,22,detroit-mercy
2021-02-13,0,Cleveland State,L,64,71,23,60,0.383,7,27,0.259,11,14,0.786,11,29,8,6,2,9,15,26,52,0.5,8,21,0.381,11,16,0.688,5,31,14,2,6,13,16,detroit-mercy
2021-02-19,1,Robert Morris,W,85,74,30,59,0.508,8,24,0.333,17,22,0.773,9,38,16,9,1,11,13,29,71,0.408,9,29,0.31,7,9,0.778,13,34,23,7,0,12,23,detroit-mercy
2021-02-20,1,Robert Morris,W,80,61,29,57,0.509,12,28,0.429,10,11,0.909,9,31,16,7,3,7,11,24,53,0.453,8,23,0.348,5,10,0.5,9,27,13,5,1,11,13,detroit-mercy
2021-02-25,1,Robert Morris,W,83,73,30,54,0.556,13,24,0.542,10,12,0.833,10,32,16,5,5,12,14,28,57,0.491,8,18,0.444,9,13,0.692,6,19,16,6,2,8,16,detroit-mercy
2021-03-02,0,Northern Kentucky,L,69,70,25,49,0.51,13,31,0.419,6,7,0.857,3,22,12,5,1,10,11,27,62,0.435,9,31,0.29,7,8,0.875,13,33,16,7,0,11,11,detroit-mercy
2020-11-25,0,Kansas State,W,80,70,29,60,0.483,7,23,0.304,15,18,0.833,11,31,17,9,4,7,15,25,56,0.446,8,22,0.364,12,20,0.6,14,34,12,3,3,14,17,drake
2020-11-27,2,South Dakota,W,69,53,27,62,0.435,7,17,0.412,8,13,0.615,9,35,17,8,3,8,18,19,51,0.373,2,14,0.143,13,18,0.722,7,30,8,3,2,12,13,drake
2020-12-03,1,Omaha,W,87,66,35,64,0.547,8,15,0.533,9,13,0.692,8,39,17,5,2,14,23,20,58,0.345,6,19,0.316,20,29,0.69,12,33,10,10,3,13,14,drake
2020-12-06,1,St. Ambrose,W,97,53,37,71,0.521,14,30,0.467,9,11,0.818,9,39,22,14,4,11,13,19,64,0.297,10,26,0.385,5,8,0.625,11,36,9,5,2,23,17,drake
2020-12-09,1,McKendree,W,90,66,40,65,0.615,4,14,0.286,6,9,0.667,10,39,19,8,7,14,13,24,63,0.381,11,26,0.423,7,11,0.636,6,22,9,8,2,12,9,drake
2020-12-13,1,Air Force,W,81,53,31,55,0.564,10,24,0.417,9,14,0.643,10,37,16,7,2,13,19,17,49,0.347,4,18,0.222,15,20,0.75,3,18,5,10,0,12,12,drake
2020-12-18,0,South Dakota,W,75,57,24,51,0.471,7,18,0.389,20,29,0.69,7,31,8,8,2,14,20,21,49,0.429,4,15,0.267,11,15,0.733,3,21,14,4,4,18,25,drake
2020-12-20,1,Chicago State,W,111,67,46,76,0.605,12,28,0.429,7,11,0.636,17,46,25,7,3,11,13,26,60,0.433,7,25,0.28,8,12,0.667,6,20,11,7,0,14,12,drake
2020-12-22,1,North Dakota,W,88,55,37,67,0.552,8,13,0.615,6,10,0.6,13,33,15,15,2,13,19,16,46,0.348,3,18,0.167,20,23,0.87,7,26,8,6,6,21,9,drake
2020-12-27,0,Indiana State,W,81,63,33,61,0.541,9,18,0.5,6,9,0.667,5,30,16,4,0,11,19,19,49,0.388,7,21,0.333,18,22,0.818,3,24,7,3,4,12,13,drake
2020-12-28,0,Indiana State,W,73,66,25,53,0.472,4,16,0.25,19,28,0.679,8,27,11,8,0,9,18,25,50,0.5,6,11,0.545,10,12,0.833,5,25,8,5,4,17,24,drake
2021-01-03,1,Southern Illinois,W,73,55,28,55,0.509,9,20,0.45,8,10,0.8,3,28,12,8,4,7,12,20,49,0.408,6,14,0.429,9,12,0.75,3,25,8,3,3,12,7,drake
2021-01-04,1,Southern Illinois,W,86,55,34,57,0.596,9,15,0.6,9,10,0.9,12,37,13,8,5,17,14,19,52,0.365,7,25,0.28,10,15,0.667,7,17,10,8,0,14,12,drake
2021-01-26,0,Missouri State,W,68,61,25,68,0.368,4,14,0.286,14,21,0.667,9,36,6,8,4,5,16,24,59,0.407,2,16,0.125,11,14,0.786,9,45,9,2,1,16,16,drake
2021-01-27,0,Missouri State,W,78,73,32,67,0.478,4,15,0.267,10,13,0.769,12,38,10,3,1,10,22,20,56,0.357,5,18,0.278,28,32,0.875,9,31,7,7,2,9,15,drake
2021-01-31,1,Illinois State,W,78,76,33,76,0.434,4,30,0.133,8,10,0.8,13,37,14,11,1,12,17,26,59,0.441,9,21,0.429,15,20,0.75,8,34,11,8,4,18,15,drake
2021-02-01,1,Illinois State,W,95,60,35,68,0.515,13,31,0.419,12,14,0.857,10,34,25,12,4,7,14,24,60,0.4,6,27,0.222,6,11,0.545,10,29,11,5,4,15,12,drake
2021-02-06,0,Valparaiso,W,80,77,33,62,0.532,5,13,0.385,9,16,0.563,12,45,13,2,3,11,15,29,65,0.446,12,29,0.414,7,12,0.583,6,25,19,6,2,5,17,drake
2021-02-07,0,Valparaiso,L,57,74,23,63,0.365,2,15,0.133,9,17,0.529,7,34,10,5,4,14,21,23,51,0.451,4,15,0.267,24,29,0.828,3,37,13,10,7,10,13,drake
2021-02-10,1,Northern Iowa,W,80,59,30,63,0.476,6,16,0.375,14,16,0.875,11,41,14,6,4,10,15,23,56,0.411,5,20,0.25,8,12,0.667,4,22,12,7,2,10,15,drake
2021-02-13,1,Loyola (IL),L,54,81,21,52,0.404,3,13,0.231,9,11,0.818,5,20,7,6,3,7,22,30,47,0.638,5,11,0.455,16,25,0.64,7,29,14,4,1,10,16,drake
2021-02-14,1,Loyola (IL),W,51,50,19,57,0.333,3,19,0.158,10,14,0.714,5,25,5,11,5,6,12,20,57,0.351,4,19,0.211,6,10,0.6,11,41,8,5,6,19,16,drake
2021-02-17,0,Northern Iowa,W,77,69,30,60,0.5,9,25,0.36,8,13,0.615,10,32,19,6,2,3,13,29,66,0.439,7,29,0.241,4,7,0.571,14,35,18,2,3,8,15,drake
2021-02-21,1,Evansville,W,85,71,34,52,0.654,11,21,0.524,6,10,0.6,4,23,16,6,2,8,11,30,58,0.517,5,21,0.238,6,8,0.75,8,23,6,6,0,8,6,drake
2021-02-22,1,Evansville,W,74,63,25,47,0.532,8,18,0.444,16,20,0.8,8,34,10,1,8,12,12,23,53,0.434,9,23,0.391,8,10,0.8,4,20,7,8,1,6,14,drake
2021-02-26,0,Bradley,W,80,71,29,55,0.527,12,22,0.545,10,19,0.526,6,31,18,4,2,6,9,29,61,0.475,8,26,0.308,5,9,0.556,8,31,10,2,2,9,15,drake
2021-02-27,0,Bradley,L,61,67,21,50,0.42,2,17,0.118,17,22,0.773,7,31,6,6,3,12,17,24,57,0.421,6,22,0.273,13,15,0.867,10,31,14,6,4,8,17,drake
2021-03-06,2,Missouri State,W,71,69,28,65,0.431,3,16,0.188,12,15,0.8,8,29,7,5,2,2,8,27,59,0.458,6,14,0.429,9,12,0.75,10,38,12,2,7,9,13,drake
2021-03-07,2,Loyola (IL),L,65,75,24,55,0.436,7,16,0.438,10,12,0.833,7,22,11,6,0,6,14,26,44,0.591,10,17,0.588,13,15,0.867,4,28,19,5,4,12,15,drake
2021-03-18,2,Wichita State,W,53,52,20,53,0.377,7,19,0.368,6,10,0.6,5,32,13,4,5,11,16,19,56,0.339,3,18,0.167,11,22,0.5,10,33,7,7,7,8,13,drake
2021-03-20,2,USC,L,56,72,20,68,0.294,7,23,0.304,9,11,0.818,12,31,11,5,1,7,17,29,58,0.5,6,18,0.333,8,15,0.533,9,35,20,3,7,8,10,drake
2020-11-28,0,Pitt,L,74,83,30,62,0.484,3,19,0.158,11,14,0.786,9,25,17,10,0,12,16,31,50,0.62,5,19,0.263,16,22,0.727,3,23,17,9,5,13,14,drexel
2020-12-02,2,Quinnipiac,W,66,48,25,59,0.424,7,16,0.438,9,14,0.643,10,34,15,5,4,13,21,15,44,0.341,1,12,0.083,17,24,0.708,4,30,5,4,4,17,19,drexel
2020-12-03,2,Quinnipiac,W,70,58,22,54,0.407,6,17,0.353,20,24,0.833,8,32,14,5,6,7,14,22,56,0.393,5,17,0.294,9,12,0.75,6,30,15,2,5,12,23,drexel
2020-12-06,1,Coppin State,W,69,54,25,56,0.446,9,23,0.391,10,16,0.625,6,39,18,5,0,15,15,20,56,0.357,4,23,0.174,10,17,0.588,4,32,8,10,1,13,16,drexel
2020-12-12,1,La Salle,L,48,58,18,54,0.333,3,20,0.15,9,13,0.692,8,30,9,7,1,12,11,24,52,0.462,5,10,0.5,5,6,0.833,7,31,12,5,5,17,14,drexel
2020-12-17,1,St. Joseph's,W,81,77,26,56,0.464,8,17,0.471,21,26,0.808,9,34,17,5,0,14,22,24,56,0.429,4,24,0.167,25,33,0.758,8,28,11,6,2,12,22,drexel
2020-12-19,0,Fairleigh Dickinson,W,85,68,31,59,0.525,7,22,0.318,16,23,0.696,11,33,17,5,2,12,13,27,59,0.458,8,21,0.381,6,9,0.667,6,23,7,8,4,17,20,drexel
2021-01-09,0,College of Charleston,L,60,61,22,50,0.44,4,16,0.25,12,16,0.75,9,34,12,8,3,13,11,24,52,0.462,8,16,0.5,5,8,0.625,3,22,8,7,4,11,15,drexel
2021-01-10,0,College of Charleston,L,68,73,23,51,0.451,7,21,0.333,15,15,1,7,28,11,2,1,10,13,29,52,0.558,9,25,0.36,6,8,0.75,3,22,9,6,5,6,12,drexel
2021-01-16,1,William & Mary,W,82,58,36,59,0.61,7,17,0.412,3,4,0.75,7,30,19,8,4,10,16,22,50,0.44,6,17,0.353,8,11,0.727,4,18,12,3,1,14,10,drexel
2021-01-17,1,William & Mary,L,64,69,23,65,0.354,8,31,0.258,10,12,0.833,7,30,20,6,4,6,25,20,49,0.408,5,18,0.278,24,29,0.828,6,36,7,3,4,13,15,drexel
2021-01-23,0,William & Mary,W,79,64,31,52,0.596,6,19,0.316,11,13,0.846,5,29,17,4,6,10,13,24,61,0.393,5,21,0.238,11,14,0.786,11,23,8,5,4,9,16,drexel
2021-01-31,0,James Madison,L,64,73,22,53,0.415,6,22,0.273,14,18,0.778,8,34,8,1,1,15,18,25,59,0.424,7,25,0.28,16,21,0.762,9,32,9,7,2,5,16,drexel
2021-02-06,0,Hofstra,W,73,71,26,42,0.619,10,16,0.625,11,13,0.846,3,23,20,6,2,18,16,24,64,0.375,9,21,0.429,14,16,0.875,17,27,11,9,1,11,14,drexel
2021-02-07,0,Hofstra,L,74,79,29,55,0.527,6,16,0.375,10,17,0.588,4,26,20,3,2,8,16,29,60,0.483,8,17,0.471,13,15,0.867,8,32,14,4,3,10,14,drexel
2021-02-26,0,James Madison,W,84,78,28,57,0.491,12,28,0.429,16,17,0.941,10,30,15,4,5,15,18,28,55,0.509,8,17,0.471,14,22,0.636,5,22,17,8,3,10,15,drexel
2021-03-07,2,College of Charleston,W,80,75,31,56,0.554,11,18,0.611,7,11,0.636,7,31,14,1,1,5,7,29,62,0.468,10,24,0.417,7,7,1,8,28,11,2,1,2,10,drexel
2021-03-08,2,Northeastern,W,74,67,26,50,0.52,8,16,0.5,14,16,0.875,7,33,14,2,1,16,16,26,63,0.413,6,19,0.316,9,12,0.75,11,24,7,10,5,6,18,drexel
2021-03-09,2,Elon,W,63,56,21,48,0.438,10,17,0.588,11,14,0.786,8,37,11,2,2,13,7,25,61,0.41,4,19,0.211,2,3,0.667,5,22,7,10,1,5,12,drexel
2021-03-19,2,Illinois,L,49,78,19,62,0.306,7,20,0.35,4,4,1,6,29,10,2,3,9,10,36,63,0.571,2,6,0.333,4,8,0.5,5,38,19,5,3,5,11,drexel
2020-11-28,1,Coppin State,W,81,71,34,64,0.531,9,27,0.333,4,10,0.4,14,50,20,6,7,21,19,23,70,0.329,10,35,0.286,15,21,0.714,11,30,7,12,2,8,12,duke
