Date,Place,Opp,Result,TmScore,OppScore,FG,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,FGOpp,FGAOpp,FG%Opp,3POpp,3PAOpp,3P%Opp,FTOpp,FTAOpp,FT%Opp,ORBOpp,TRBOpp,ASTOpp,STLOpp,BLKOpp,TOVOpp,PFOpp,Team
2020-12-27,1,Illinois State,W,90,60,34,57,0.596,12,26,0.462,10,13,0.769,8,35,21,7,3,13,14,22,52,0.423,8,19,0.421,8,14,0.571,5,21,11,4,1,16,16,loyola-il
2020-12-28,1,Illinois State,W,86,55,32,56,0.571,8,19,0.421,14,16,0.875,7,31,24,5,2,8,8,22,55,0.4,8,23,0.348,3,3,1,7,25,13,3,3,16,16,loyola-il
2021-01-02,1,North Texas,W,57,49,20,48,0.417,4,15,0.267,13,17,0.765,8,26,12,11,1,13,12,20,45,0.444,4,15,0.267,5,6,0.833,4,25,8,7,5,18,15,loyola-il
2021-01-10,0,Indiana State,L,71,76,25,58,0.431,9,27,0.333,12,16,0.75,8,30,17,5,2,15,24,22,50,0.44,8,18,0.444,24,31,0.774,6,31,11,6,5,11,17,loyola-il
2021-01-11,0,Indiana State,W,58,48,20,47,0.426,6,21,0.286,12,17,0.706,5,28,11,5,2,10,17,16,45,0.356,7,14,0.5,9,17,0.529,10,31,6,6,2,10,15,loyola-il
2021-01-16,1,Northern Iowa,W,72,57,28,62,0.452,6,21,0.286,10,11,0.909,7,25,15,11,3,5,11,24,55,0.436,5,19,0.263,4,5,0.8,11,32,12,1,6,16,12,loyola-il
2021-01-17,1,Northern Iowa,W,88,46,33,53,0.623,11,20,0.55,11,16,0.688,2,29,19,9,3,9,15,17,53,0.321,3,14,0.214,9,14,0.643,9,29,8,4,2,16,16,loyola-il
2021-01-20,0,Valparaiso,W,75,39,30,56,0.536,5,18,0.278,10,14,0.714,5,33,19,11,2,9,12,15,49,0.306,3,20,0.15,6,9,0.667,2,23,10,3,4,16,15,loyola-il
2021-01-24,0,Bradley,W,69,56,28,50,0.56,3,14,0.214,10,15,0.667,6,30,15,9,0,15,16,23,51,0.451,2,11,0.182,8,13,0.615,6,26,8,3,4,15,20,loyola-il
2021-01-25,0,Bradley,W,65,58,18,48,0.375,9,29,0.31,20,28,0.714,8,31,11,9,2,14,12,22,54,0.407,6,23,0.261,8,12,0.667,10,34,11,4,1,16,22,loyola-il
2021-01-31,0,Missouri State,W,72,46,28,53,0.528,2,11,0.182,14,19,0.737,4,38,11,8,0,9,14,16,59,0.271,6,25,0.24,8,12,0.667,11,33,6,2,2,13,16,loyola-il
2021-02-01,0,Missouri State,W,70,50,26,43,0.605,8,13,0.615,10,13,0.769,4,22,16,6,3,12,17,19,46,0.413,0,12,0,12,16,0.75,5,21,7,5,1,12,16,loyola-il
2021-02-06,1,Evansville,W,68,55,27,49,0.551,4,15,0.267,10,13,0.769,4,24,12,8,3,6,12,22,48,0.458,11,25,0.44,0,1,0,4,22,13,2,3,13,16,loyola-il
2021-02-07,1,Evansville,W,69,58,22,38,0.579,3,7,0.429,22,30,0.733,4,27,14,7,0,15,13,21,50,0.42,7,21,0.333,9,9,1,2,18,11,9,2,11,21,loyola-il
2021-02-13,0,Drake,W,81,54,30,47,0.638,5,11,0.455,16,25,0.64,7,29,14,4,1,10,16,21,52,0.404,3,13,0.231,9,11,0.818,5,20,7,6,3,7,22,loyola-il
2021-02-14,0,Drake,L,50,51,20,57,0.351,4,19,0.211,6,10,0.6,11,41,8,5,6,19,16,19,57,0.333,3,19,0.158,10,14,0.714,5,25,5,11,5,6,12,loyola-il
2021-02-17,1,Valparaiso,W,54,52,20,52,0.385,10,24,0.417,4,8,0.5,5,25,16,6,2,7,11,23,46,0.5,5,16,0.313,1,6,0.167,3,27,10,3,4,12,12,loyola-il
2021-02-26,1,Southern Illinois,W,60,52,21,53,0.396,5,27,0.185,13,14,0.929,8,31,11,12,7,13,9,20,48,0.417,12,20,0.6,0,2,0,4,27,12,5,2,15,12,loyola-il
2021-02-27,1,Southern Illinois,W,65,58,25,56,0.446,3,18,0.167,12,16,0.75,8,27,12,10,4,11,14,23,45,0.511,7,14,0.5,5,9,0.556,4,25,9,5,1,20,18,loyola-il
2021-03-05,2,Southern Illinois,W,73,49,27,57,0.474,10,21,0.476,9,12,0.75,9,37,19,9,2,12,11,19,48,0.396,4,18,0.222,7,10,0.7,2,25,6,9,3,13,15,loyola-il
2021-03-06,2,Indiana State,W,65,49,25,51,0.49,8,19,0.421,7,8,0.875,7,31,17,4,3,8,13,20,52,0.385,4,12,0.333,5,6,0.833,7,25,5,6,3,9,8,loyola-il
2021-03-07,2,Drake,W,75,65,26,44,0.591,10,17,0.588,13,15,0.867,4,28,19,5,4,12,15,24,55,0.436,7,16,0.438,10,12,0.833,7,22,11,6,0,6,14,loyola-il
2021-03-19,2,Georgia Tech,W,71,60,25,53,0.472,11,27,0.407,10,15,0.667,12,29,18,5,0,9,9,27,47,0.574,3,10,0.3,3,5,0.6,1,16,10,6,5,12,19,loyola-il
2021-03-21,2,Illinois,W,71,58,26,51,0.51,4,10,0.4,15,22,0.682,6,28,16,12,4,10,16,22,49,0.449,4,14,0.286,10,13,0.769,4,24,14,5,2,17,18,loyola-il
2021-03-27,2,Oregon State,L,58,65,18,54,0.333,5,23,0.217,17,24,0.708,11,31,14,4,4,8,20,21,51,0.412,5,13,0.385,18,20,0.9,8,30,13,4,2,7,16,loyola-il
2021-01-16,0,Lafayette,L,75,77,25,55,0.455,8,17,0.471,17,31,0.548,15,36,11,1,2,13,19,26,56,0.464,14,31,0.452,11,12,0.917,7,29,21,7,2,12,28,loyola-md
2021-01-17,1,Lafayette,L,70,72,26,53,0.491,4,19,0.211,14,22,0.636,10,32,14,6,3,14,16,27,57,0.474,11,25,0.44,7,10,0.7,9,26,17,7,1,12,20,loyola-md
2021-01-23,0,American,L,70,71,26,59,0.441,3,13,0.231,15,19,0.789,9,38,12,8,3,17,17,24,58,0.414,7,18,0.389,16,20,0.8,7,31,7,8,6,11,17,loyola-md
2021-01-24,1,American,L,79,81,31,63,0.492,2,14,0.143,15,32,0.469,8,32,13,13,3,16,14,30,68,0.441,12,29,0.414,9,14,0.643,9,35,10,11,3,19,22,loyola-md
2021-01-30,0,Navy,L,52,70,18,47,0.383,5,17,0.294,11,20,0.55,4,26,10,5,5,18,18,25,56,0.446,7,21,0.333,13,16,0.813,6,32,14,13,4,12,19,loyola-md
2021-02-07,1,Lafayette,W,75,62,26,59,0.441,7,19,0.368,16,17,0.941,7,38,13,5,4,11,14,22,60,0.367,7,19,0.368,11,15,0.733,4,23,15,7,1,11,16,loyola-md
2021-02-08,0,Lafayette,L,76,80,28,59,0.475,7,23,0.304,13,20,0.65,8,31,13,4,5,12,22,25,58,0.431,8,22,0.364,22,28,0.786,9,33,19,8,4,10,19,loyola-md
2021-02-13,0,Lafayette,L,94,97,36,85,0.424,4,24,0.167,18,29,0.621,18,54,10,9,5,13,20,35,85,0.412,7,27,0.259,20,25,0.8,14,51,14,7,5,14,25,loyola-md
2021-02-14,1,Lafayette,W,88,69,35,66,0.53,7,17,0.412,11,18,0.611,9,34,22,8,3,7,21,22,51,0.431,6,18,0.333,19,25,0.76,5,27,9,2,3,14,20,loyola-md
2021-02-20,0,Lehigh,W,75,47,30,62,0.484,6,16,0.375,9,17,0.529,11,41,16,9,1,11,11,16,52,0.308,4,17,0.235,11,14,0.786,6,30,10,4,2,18,19,loyola-md
2021-02-21,1,Lehigh,L,72,76,28,61,0.459,4,16,0.25,12,25,0.48,10,36,15,12,4,18,22,25,56,0.446,5,19,0.263,21,33,0.636,9,37,11,15,3,18,25,loyola-md
2021-02-24,1,American,W,60,49,23,60,0.383,3,15,0.2,11,22,0.5,13,37,10,7,5,8,17,15,53,0.283,6,26,0.231,13,16,0.813,11,39,6,4,7,17,19,loyola-md
2021-02-27,1,Navy,L,67,73,22,46,0.478,3,11,0.273,20,27,0.741,6,32,6,10,5,23,29,24,51,0.471,4,11,0.364,21,35,0.6,7,25,10,12,4,14,24,loyola-md
2021-02-28,0,Navy,L,58,66,20,48,0.417,7,18,0.389,11,16,0.688,9,24,12,9,2,18,25,22,45,0.489,3,15,0.2,19,26,0.731,9,29,11,9,2,18,15,loyola-md
2021-03-06,0,Navy,W,76,68,32,55,0.582,7,18,0.389,5,11,0.455,11,33,18,6,2,15,13,28,58,0.483,8,21,0.381,4,9,0.444,10,23,15,9,3,8,16,loyola-md
2021-03-10,0,Army,W,67,63,26,52,0.5,10,22,0.455,5,9,0.556,8,34,14,2,1,15,17,24,58,0.414,3,21,0.143,12,16,0.75,5,25,9,5,0,5,13,loyola-md
2021-03-14,0,Colgate,L,72,85,29,62,0.468,5,22,0.227,9,16,0.563,12,31,12,2,1,12,13,31,59,0.525,14,23,0.609,9,14,0.643,6,26,18,9,1,8,15,loyola-md
2020-11-25,1,Southern Utah,W,85,83,29,56,0.518,6,16,0.375,21,31,0.677,10,27,14,5,1,12,19,29,60,0.483,11,25,0.44,14,18,0.778,9,30,16,5,5,15,25,loyola-marymount
2020-11-28,0,Minnesota,L,73,88,26,59,0.441,6,17,0.353,15,20,0.75,6,29,11,5,4,19,27,30,65,0.462,8,15,0.533,20,28,0.714,8,36,22,7,3,11,17,loyola-marymount
2020-11-30,0,Minnesota,L,64,67,18,53,0.34,5,21,0.238,23,32,0.719,13,38,9,4,0,14,24,23,54,0.426,4,16,0.25,17,24,0.708,7,26,12,7,4,10,25,loyola-marymount
2020-12-04,1,Long Beach State,W,85,61,30,63,0.476,15,38,0.395,10,13,0.769,10,42,23,5,7,18,22,19,59,0.322,4,15,0.267,19,23,0.826,7,29,7,6,3,13,12,loyola-marymount
2020-12-07,0,UCSB,L,58,69,18,59,0.305,1,14,0.071,21,31,0.677,19,40,7,3,1,14,16,24,50,0.48,7,17,0.412,14,18,0.778,5,25,16,6,6,10,25,loyola-marymount
2020-12-12,1,UCSB,W,81,76,28,53,0.528,11,23,0.478,14,19,0.737,4,28,14,5,1,16,23,25,52,0.481,11,24,0.458,15,20,0.75,4,23,17,7,3,11,18,loyola-marymount
2020-12-17,1,UC-Irvine,W,51,48,19,53,0.358,2,18,0.111,11,19,0.579,9,37,10,5,4,14,12,21,59,0.356,3,13,0.231,3,6,0.5,8,35,5,7,3,12,19,loyola-marymount
2020-12-19,1,Cal Poly,W,76,52,27,49,0.551,6,20,0.3,16,24,0.667,6,30,16,6,3,15,20,16,47,0.34,6,19,0.316,14,21,0.667,6,23,7,7,1,15,21,loyola-marymount
2021-01-10,1,San Francisco,W,68,60,23,51,0.451,4,12,0.333,18,23,0.783,10,34,13,7,6,23,14,24,60,0.4,7,24,0.292,5,6,0.833,5,25,9,11,7,17,20,loyola-marymount
2021-01-16,0,Pacific,L,49,58,19,53,0.358,4,26,0.154,7,13,0.538,4,24,5,7,4,17,21,20,42,0.476,3,9,0.333,15,19,0.789,3,30,8,6,4,21,19,loyola-marymount
2021-01-19,1,San Diego,W,72,69,26,56,0.464,7,19,0.368,13,17,0.765,6,37,16,5,5,15,15,28,72,0.389,7,23,0.304,6,11,0.545,6,31,17,6,1,8,18,loyola-marymount
2021-01-21,1,Saint Mary's,L,61,65,20,44,0.455,3,11,0.273,18,22,0.818,10,38,11,4,2,25,25,22,48,0.458,4,14,0.286,17,31,0.548,2,14,13,12,4,12,22,loyola-marymount
2021-01-23,1,Santa Clara,L,69,72,22,59,0.373,6,20,0.3,19,26,0.731,15,38,14,3,6,11,23,23,50,0.46,5,18,0.278,21,25,0.84,0,21,13,3,6,9,23,loyola-marymount
2021-01-25,0,Portland,W,75,50,28,51,0.549,13,25,0.52,6,9,0.667,9,35,20,2,3,13,10,21,51,0.412,7,21,0.333,1,2,0.5,1,13,14,7,4,7,11,loyola-marymount
2021-02-13,1,Pacific,W,80,76,26,47,0.553,11,21,0.524,17,24,0.708,8,24,21,3,0,9,15,30,57,0.526,8,25,0.32,8,12,0.667,7,23,22,4,2,7,22,loyola-marymount
2021-02-16,0,Santa Clara,W,76,73,27,54,0.5,4,13,0.308,18,23,0.783,8,29,14,3,3,9,24,24,47,0.511,5,17,0.294,20,28,0.714,5,23,14,3,3,12,22,loyola-marymount
2021-02-18,0,San Francisco,W,68,63,22,40,0.55,6,9,0.667,18,25,0.72,4,38,11,4,0,20,16,23,61,0.377,9,35,0.257,8,12,0.667,5,23,9,12,1,8,21,loyola-marymount
2021-02-20,1,BYU,L,71,88,24,55,0.436,6,13,0.462,17,23,0.739,8,28,9,3,1,14,19,31,56,0.554,9,20,0.45,17,22,0.773,5,27,16,7,6,10,23,loyola-marymount
2021-02-25,0,Pepperdine,W,81,74,27,56,0.482,6,21,0.286,21,29,0.724,13,28,13,10,2,7,19,22,44,0.5,7,17,0.412,23,28,0.821,8,27,14,5,3,15,19,loyola-marymount
2021-02-27,0,Gonzaga,L,69,86,26,53,0.491,6,15,0.4,11,17,0.647,8,30,14,7,2,17,24,28,48,0.583,9,17,0.529,21,32,0.656,2,19,17,9,1,11,18,loyola-marymount
2021-03-05,2,San Francisco,W,70,66,24,40,0.6,4,12,0.333,18,21,0.857,6,28,7,4,2,13,11,26,56,0.464,13,33,0.394,1,5,0.2,5,16,12,6,1,6,17,loyola-marymount
2021-03-06,2,Saint Mary's,L,47,52,16,43,0.372,3,16,0.188,12,13,0.923,6,26,8,3,1,16,18,17,44,0.386,2,15,0.133,16,20,0.8,7,25,7,7,2,6,16,loyola-marymount
2020-12-19,0,Hartford,L,60,63,24,56,0.429,9,31,0.29,3,8,0.375,10,31,16,9,6,16,17,22,50,0.44,9,21,0.429,10,16,0.625,10,33,11,8,1,19,12,maine
2020-12-20,0,Hartford,L,50,65,15,40,0.375,7,18,0.389,13,23,0.565,5,24,13,5,5,17,18,24,52,0.462,9,23,0.391,8,13,0.615,11,35,13,6,1,15,17,maine
2020-12-22,0,Boston College,L,62,78,23,56,0.411,8,24,0.333,8,11,0.727,11,39,14,3,4,22,12,32,72,0.444,9,32,0.281,5,6,0.833,11,35,15,15,6,11,14,maine
2021-01-02,1,New Hampshire,W,59,56,21,46,0.457,6,17,0.353,11,18,0.611,3,27,13,3,3,10,16,20,50,0.4,4,18,0.222,12,14,0.857,4,25,10,5,0,11,19,maine
2021-01-03,1,New Hampshire,L,58,62,21,48,0.438,9,22,0.409,7,17,0.412,11,28,14,5,4,15,26,20,48,0.417,2,11,0.182,20,28,0.714,9,23,8,6,3,8,17,maine
2021-01-09,0,NJIT,L,54,63,21,54,0.389,10,27,0.37,2,7,0.286,5,29,12,5,5,10,18,23,52,0.442,8,20,0.4,9,17,0.529,7,29,12,6,1,9,13,maine
2021-01-10,0,NJIT,W,45,41,16,48,0.333,5,22,0.227,8,15,0.533,5,35,8,6,7,13,17,14,56,0.25,1,17,0.059,12,20,0.6,14,41,7,5,1,10,16,maine
2021-01-16,0,Vermont,L,30,65,12,51,0.235,1,15,0.067,5,8,0.625,6,32,6,6,3,18,19,24,57,0.421,7,28,0.25,10,14,0.714,9,40,14,12,3,13,12,maine
2021-01-17,0,Vermont,L,60,88,19,53,0.358,9,27,0.333,13,16,0.813,8,19,12,9,3,18,18,29,50,0.58,10,20,0.5,20,23,0.87,8,33,17,11,3,21,20,maine
2020-12-11,1,Rider,L,64,82,22,64,0.344,9,29,0.31,11,15,0.733,9,26,13,5,4,11,18,30,59,0.508,6,9,0.667,16,23,0.696,12,43,19,7,4,14,17,manhattan
2020-12-12,1,Rider,W,87,77,28,49,0.571,7,20,0.35,24,33,0.727,8,31,14,5,6,15,22,28,58,0.483,6,17,0.353,15,21,0.714,5,21,13,6,1,10,24,manhattan
2020-12-19,1,Marist,L,39,61,13,44,0.295,2,22,0.091,11,14,0.786,6,24,4,11,1,25,15,20,45,0.444,12,24,0.5,9,10,0.9,5,27,13,10,3,23,15,manhattan
2020-12-20,1,Marist,L,67,72,23,64,0.359,8,26,0.308,13,17,0.765,15,31,11,8,3,14,29,19,43,0.442,2,12,0.167,32,40,0.8,9,35,9,4,5,20,24,manhattan
2020-12-30,0,Delaware State,W,65,59,21,61,0.344,5,23,0.217,18,28,0.643,13,42,9,4,5,11,17,25,66,0.379,3,19,0.158,6,12,0.5,7,30,11,4,7,11,25,manhattan
2021-01-08,0,Quinnipiac,L,79,84,26,74,0.351,6,28,0.214,21,31,0.677,19,50,15,11,3,17,28,27,60,0.45,5,21,0.238,25,33,0.758,7,35,19,8,6,16,20,manhattan
2021-01-09,0,Quinnipiac,W,45,42,17,60,0.283,6,23,0.261,5,12,0.417,7,33,9,7,5,6,20,14,44,0.318,3,16,0.188,11,20,0.55,6,43,4,1,4,14,18,manhattan
2021-01-15,1,Niagara,W,58,49,19,55,0.345,10,27,0.37,10,15,0.667,14,38,15,11,5,19,19,16,44,0.364,5,15,0.333,12,18,0.667,2,25,7,10,2,19,19,manhattan
2021-01-16,1,Niagara,W,58,55,20,48,0.417,6,22,0.273,12,13,0.923,11,34,14,5,2,14,22,18,52,0.346,2,13,0.154,17,23,0.739,7,22,8,5,2,8,16,manhattan
2021-01-29,0,St. Peter's,L,55,59,17,50,0.34,5,17,0.294,16,28,0.571,6,28,9,7,2,12,23,20,47,0.426,8,17,0.471,11,19,0.579,7,38,11,3,8,16,24,manhattan
2021-01-30,0,St. Peter's,L,54,68,18,58,0.31,7,26,0.269,11,16,0.688,9,35,9,7,5,14,27,21,54,0.389,5,18,0.278,21,32,0.656,11,41,11,6,4,14,20,manhattan
2021-02-05,1,Monmouth,L,65,70,25,69,0.362,7,30,0.233,8,12,0.667,14,37,17,5,2,13,23,24,51,0.471,6,18,0.333,16,28,0.571,7,33,21,3,2,15,20,manhattan
2021-02-06,1,Monmouth,L,69,71,23,63,0.365,6,20,0.3,17,25,0.68,13,48,16,6,3,20,26,23,69,0.333,5,21,0.238,20,30,0.667,16,44,11,11,8,12,25,manhattan
2021-02-12,0,Iona,L,67,85,22,57,0.386,3,18,0.167,20,33,0.606,12,27,12,14,8,16,23,26,52,0.5,10,21,0.476,23,30,0.767,8,34,18,8,6,20,26,manhattan
2021-02-13,0,Iona,W,77,70,23,52,0.442,8,18,0.444,23,32,0.719,14,31,16,8,2,14,24,22,50,0.44,5,19,0.263,21,27,0.778,9,29,14,9,2,15,19,manhattan
2021-02-26,0,Siena,L,69,74,27,60,0.45,4,14,0.286,11,16,0.688,7,24,12,5,2,10,24,26,48,0.542,5,13,0.385,17,29,0.586,8,33,13,3,6,13,17,manhattan
2021-02-27,0,Siena,L,56,64,22,60,0.367,3,17,0.176,9,13,0.692,11,30,4,9,1,14,20,21,50,0.42,4,14,0.286,18,22,0.818,7,27,12,6,5,12,15,manhattan
2021-03-04,1,Fairfield,W,69,59,26,55,0.473,7,19,0.368,10,18,0.556,8,29,15,13,7,14,25,19,47,0.404,6,16,0.375,15,21,0.714,7,28,11,4,2,22,24,manhattan
2021-03-05,1,Fairfield,L,67,85,25,53,0.472,4,18,0.222,13,21,0.619,7,28,12,4,3,9,22,27,55,0.491,11,26,0.423,20,23,0.87,5,25,14,6,1,7,19,manhattan
2021-03-09,2,Fairfield,L,58,59,22,69,0.319,2,18,0.111,12,21,0.571,18,41,11,9,5,10,26,17,50,0.34,5,16,0.313,20,28,0.714,9,38,7,7,4,14,18,manhattan
2020-12-05,0,Binghamton,W,68,65,23,57,0.404,6,16,0.375,16,20,0.8,7,40,8,6,2,15,20,24,67,0.358,8,28,0.286,9,19,0.474,13,42,13,6,2,14,16,marist
2020-12-06,1,Binghamton,W,64,60,27,62,0.435,3,15,0.2,7,11,0.636,4,29,5,8,4,9,17,22,51,0.431,8,24,0.333,8,13,0.615,5,34,16,2,5,16,13,marist
2020-12-11,0,Canisius,L,72,81,27,56,0.482,6,19,0.316,12,16,0.75,7,31,11,4,0,14,13,32,58,0.552,9,25,0.36,8,14,0.571,4,25,18,3,5,8,15,marist
2020-12-12,0,Canisius,W,56,52,19,49,0.388,3,16,0.188,15,20,0.75,11,37,7,9,4,20,19,16,54,0.296,6,25,0.24,14,21,0.667,9,29,10,9,1,17,19,marist
2020-12-19,0,Manhattan,W,61,39,20,45,0.444,12,24,0.5,9,10,0.9,5,27,13,10,3,23,15,13,44,0.295,2,22,0.091,11,14,0.786,6,24,4,11,1,25,15,marist
2020-12-20,0,Manhattan,W,72,67,19,43,0.442,2,12,0.167,32,40,0.8,9,35,9,4,5,20,24,23,64,0.359,8,26,0.308,13,17,0.765,15,31,11,8,3,14,29,marist
2021-01-01,1,Niagara,W,63,61,22,52,0.423,13,31,0.419,6,9,0.667,6,35,13,6,3,14,15,23,58,0.397,7,22,0.318,8,12,0.667,5,29,10,6,1,10,12,marist
2021-01-02,1,Niagara,L,72,86,27,51,0.529,11,26,0.423,7,13,0.538,4,28,16,1,6,10,19,24,60,0.4,14,31,0.452,24,25,0.96,7,30,10,5,0,3,15,marist
2021-01-09,0,Monmouth,L,64,80,26,55,0.473,9,27,0.333,3,10,0.3,6,27,13,4,3,14,19,27,54,0.5,8,15,0.533,18,23,0.783,7,32,13,8,4,9,16,marist
2021-01-10,0,Monmouth,L,62,72,20,56,0.357,3,27,0.111,19,28,0.679,7,31,11,10,7,13,22,22,51,0.431,10,25,0.4,18,24,0.75,6,33,11,7,2,17,22,marist
2021-01-15,1,Fairfield,W,73,63,28,50,0.56,9,22,0.409,8,14,0.571,6,27,21,4,8,7,14,22,54,0.407,7,23,0.304,12,14,0.857,6,22,14,3,2,8,20,marist
2021-01-16,1,Fairfield,L,52,55,23,59,0.39,3,20,0.15,3,4,0.75,5,25,10,5,4,10,18,21,51,0.412,7,22,0.318,6,9,0.667,6,33,13,5,2,13,14,marist
2021-01-22,0,Rider,L,64,76,28,59,0.475,4,22,0.182,4,9,0.444,5,29,12,4,9,14,9,30,61,0.492,11,25,0.44,5,6,0.833,4,30,20,7,2,8,14,marist
2021-01-23,0,Rider,W,76,67,25,56,0.446,12,24,0.5,14,22,0.636,4,38,16,4,5,14,21,25,65,0.385,7,23,0.304,10,17,0.588,7,33,11,7,4,9,20,marist
2021-01-30,1,Siena,W,55,54,21,51,0.412,6,18,0.333,7,12,0.583,4,28,8,5,3,8,13,21,57,0.368,7,26,0.269,5,9,0.556,9,35,13,6,4,8,14,marist
2021-01-31,1,Siena,L,50,63,19,45,0.422,3,16,0.188,9,14,0.643,3,29,5,2,2,15,23,20,44,0.455,7,16,0.438,16,29,0.552,5,27,11,9,2,8,15,marist
2021-02-19,0,St. Peter's,L,54,59,17,53,0.321,7,24,0.292,13,16,0.813,9,36,8,5,3,17,19,18,54,0.333,3,20,0.15,20,25,0.8,9,35,10,12,8,11,20,marist
2021-02-20,0,St. Peter's,W,51,50,16,44,0.364,4,17,0.235,15,25,0.6,6,30,8,9,4,17,22,16,47,0.34,3,18,0.167,15,22,0.682,8,36,8,8,2,19,24,marist
2021-02-28,1,Quinnipiac,W,76,67,24,54,0.444,10,29,0.345,18,24,0.75,5,37,14,4,2,9,15,21,64,0.328,14,41,0.341,11,19,0.579,10,38,15,6,1,9,20,marist
2021-03-01,1,Quinnipiac,W,65,52,24,56,0.429,8,29,0.276,9,13,0.692,5,39,14,7,1,15,12,18,60,0.3,5,27,0.185,11,18,0.611,7,31,8,7,3,9,14,marist
2021-03-11,2,Niagara,L,62,67,20,60,0.333,8,24,0.333,14,21,0.667,13,37,7,3,6,12,21,22,56,0.393,3,15,0.2,20,28,0.714,9,35,11,7,5,9,22,marist
2020-11-25,1,Arkansas-Pine Bluff,W,99,57,29,56,0.518,10,26,0.385,31,43,0.721,12,44,20,9,10,14,23,18,66,0.273,3,20,0.15,18,26,0.692,13,32,6,6,3,15,26,marquette
2020-11-27,1,Eastern Illinois,W,75,50,22,50,0.44,9,19,0.474,22,34,0.647,9,48,15,6,4,14,17,16,61,0.262,7,24,0.292,11,18,0.611,9,27,11,7,3,12,23,marquette
2020-12-01,1,Oklahoma State,L,62,70,20,59,0.339,8,29,0.276,14,21,0.667,15,41,13,7,4,21,19,25,60,0.417,5,18,0.278,15,18,0.833,5,30,14,11,6,18,17,marquette
2020-12-04,1,Wisconsin,W,67,65,21,49,0.429,5,14,0.357,20,28,0.714,8,33,10,7,2,9,17,21,56,0.375,7,24,0.292,16,19,0.842,10,31,11,5,4,10,22,marquette
2020-12-08,1,Green Bay,W,82,68,30,62,0.484,10,23,0.435,12,12,1,9,37,15,3,5,9,15,25,63,0.397,8,27,0.296,10,16,0.625,8,27,13,4,5,4,13,marquette
2020-12-11,0,UCLA,L,60,69,22,53,0.415,4,20,0.2,12,15,0.8,9,32,9,3,3,16,24,23,56,0.411,6,23,0.261,17,21,0.81,8,30,13,6,4,7,18,marquette
2020-12-14,0,Creighton,W,89,84,30,56,0.536,12,21,0.571,17,26,0.654,13,40,19,5,5,12,22,28,58,0.483,14,32,0.438,14,25,0.56,8,25,16,7,4,6,17,marquette
2020-12-17,1,Seton Hall,L,63,70,24,59,0.407,7,19,0.368,8,8,1,10,35,10,6,5,13,15,23,53,0.434,9,21,0.429,15,18,0.833,5,29,13,6,2,11,11,marquette
2020-12-20,0,Xavier,L,88,91,32,58,0.552,8,18,0.444,16,17,0.941,6,24,17,1,1,12,21,30,56,0.536,13,24,0.542,18,26,0.692,10,28,21,10,3,11,16,marquette
2020-12-23,1,Villanova,L,68,85,26,51,0.51,9,18,0.5,7,16,0.438,7,31,19,2,1,16,16,29,60,0.483,13,33,0.394,14,16,0.875,5,26,17,6,1,4,18,marquette
2021-01-02,0,Georgetown,W,64,60,25,64,0.391,5,22,0.227,9,17,0.529,10,36,9,11,5,13,10,24,63,0.381,5,24,0.208,7,9,0.778,10,37,11,7,4,17,15,marquette
2021-01-05,1,UConn,L,54,65,22,57,0.386,5,18,0.278,5,7,0.714,8,26,13,5,2,8,17,24,58,0.414,8,16,0.5,9,13,0.692,14,41,14,2,3,10,14,marquette
2021-01-12,1,Providence,W,79,69,27,58,0.466,7,24,0.292,18,24,0.75,11,36,16,7,6,8,15,24,59,0.407,9,19,0.474,12,15,0.8,8,28,16,6,1,10,20,marquette
2021-01-16,0,St. John's (NY),W,73,71,26,56,0.464,7,19,0.368,14,16,0.875,10,39,12,7,7,19,18,26,69,0.377,10,25,0.4,9,14,0.643,11,28,19,12,7,11,21,marquette
2021-01-23,1,DePaul,L,61,68,22,62,0.355,10,33,0.303,7,9,0.778,5,31,12,4,4,14,19,23,56,0.411,5,19,0.263,17,24,0.708,7,34,10,9,5,11,12,marquette
2021-01-27,0,Providence,L,63,72,25,53,0.472,3,16,0.188,10,15,0.667,2,33,12,3,4,15,23,22,63,0.349,7,24,0.292,21,28,0.75,11,36,10,9,4,7,15,marquette
2021-01-31,1,St. John's (NY),L,73,75,24,57,0.421,5,17,0.294,20,24,0.833,11,32,11,8,3,12,12,28,63,0.444,9,19,0.474,10,10,1,12,30,13,8,4,14,18,marquette
2021-02-02,1,Butler,W,70,67,24,39,0.615,4,12,0.333,18,29,0.621,3,31,12,5,2,19,21,22,54,0.407,10,23,0.435,13,25,0.52,10,24,14,9,1,9,22,marquette
2021-02-06,1,Creighton,L,68,71,24,52,0.462,9,29,0.31,11,16,0.688,4,26,13,4,4,11,18,28,58,0.483,6,17,0.353,9,15,0.6,11,37,17,6,2,10,18,marquette
2021-02-10,0,Villanova,L,64,96,23,50,0.46,6,14,0.429,12,16,0.75,9,22,10,4,3,15,15,34,54,0.63,13,22,0.591,15,16,0.938,4,22,25,9,1,9,14,marquette
2021-02-14,0,Seton Hall,L,51,57,18,60,0.3,3,25,0.12,12,15,0.8,11,37,3,3,2,11,13,20,54,0.37,4,15,0.267,13,17,0.765,6,38,11,4,4,15,16,marquette
